0.153425 6175.00 1518.2000
0.153425 6550.00 1206.3000
0.153425 6925.00 846.9500
0.153425 7300.00 503.9500
0.153425 7710.00 188.3000
0.153425 8090.00 34.9500
0.153425 8475.00 3.8500
0.153425 8850.00 0.8500
0.153425 8900.00 0.7000
0.230137 6150.00 1622.2000
0.230137 6550.00 1236.2500
0.230137 6925.00 884.1500
0.230137 7300.00 552.0000
0.230137 7710.00 242.5500
0.230137 8090.00 68.5500
0.230137 8475.00 12.5000
0.230137 8850.00 2.7750
0.230137 9200.00 1.0500
0.479452 6100.00 1760.7000
0.479452 6550.00 1345.5000
0.479452 6925.00 1013.4500
0.479452 7325.00 680.6500
0.479452 7700.00 406.8000
0.479452 8100.00 189.1500
0.479452 8475.00 74.5000
0.479452 8850.00 25.3000
0.479452 9200.00 8.8000
1.013699 7075.00 1152.0000
1.013699 7325.00 969.0000
1.013699 7750.00 674.1000
1.013699 7950.00 550.9500
1.013699 8400.00 320.1000
1.323288 7700.00 859.4500
1.323288 8000.00 673.5500
1.323288 8700.00 331.0500
1.323288 9200.00 178.2000
